"client_id","card_brand","card_type","current_age","retirement_age","remaining_working_period","birth_year","birth_month","gender","address","per_capita_income","credit_score"
661,Amex,Credit,64,67,3,1956,January,Male,"894 Ocean Avenue",21005,566
662,Mastercard,Debit,32,71,39,1987,November,Female,"670 Tenth Drive",42028,822
663,Visa,Debit,68,63,-5,1951,March,Female,"6398 Lake Lane",36563,655
664,Mastercard,Debit,22,68,46,1997,April,Female,"751 Fifth Street",16519,697
665,Mastercard,Debit,81,65,-16,1939,January,Female,"374 Lexington Street",12406,790
666,Visa,Debit,57,56,-1,1963,February,Male,"919 Lafayette Avenue",22760,725
667,Visa,Debit,83,63,-20,1936,March,Male,"588 Lincoln Street",30325,714
668,Mastercard,Debit,87,57,-30,1932,October,Female,"8569 Wessex Boulevard",13263,747
669,Mastercard,Debit,38,62,24,1981,September,Female,"2182 Martin Luther King Street",20177,683
670,Mastercard,Debit (Prepaid),21,71,50,1998,March,Female,"7469 El Camino Street",11773,801
671,Mastercard,Credit,37,66,29,1982,April,Female,"363 Main Lane",16689,769
672,Mastercard,Debit,37,68,31,1983,February,Male,"95873 Madison Boulevard",11755,722
673,Visa,Debit,48,68,20,1971,July,Male,"1772 Essex Boulevard",19188,722
674,Mastercard,Credit,63,66,3,1957,January,Female,"13 Sixth Boulevard",13805,756
675,Visa,Credit,40,67,27,1980,January,Male,"42 Martin Luther King Drive",17405,724
676,Visa,Credit,40,65,25,1980,February,Male,"663 Third Drive",31905,775
677,Visa,Credit,40,65,25,1979,May,Male,"855 Sussex Avenue",32972,729
678,Mastercard,Debit,63,67,4,1957,February,Female,"861 Martin Luther King Boulevard",14456,850
679,Visa,Debit (Prepaid),57,69,12,1962,November,Male,"1690 Main Avenue",16809,765
680,Mastercard,Debit,42,63,21,1977,August,Female,"800 Madison Street",13414,799
681,Mastercard,Debit,19,60,41,2001,January,Female,"95 Main Avenue",21400,654
682,Mastercard,Credit,58,62,4,1961,October,Male,"2130 Valley Stream Lane",17276,724
683,Visa,Debit,61,66,5,1959,January,Male,"201 Grant Drive",25031,704
684,Visa,Debit,51,63,12,1969,February,Male,"1246 11th Boulevard",21661,661
685,Mastercard,Debit,21,68,47,1998,April,Male,"5263 Fifth Avenue",21828,778
686,Mastercard,Debit,64,65,1,1956,January,Male,"25521 First Street",16958,683
687,Visa,Debit,20,66,46,1999,November,Male,"1693 Spruce Street",17783,725
688,Mastercard,Debit,44,67,23,1975,March,Male,"5125 Elm Drive",23165,760
689,Mastercard,Debit,65,62,-3,1954,March,Female,"440 Maple Drive",18012,709
690,Mastercard,Debit,71,64,-7,1948,March,Female,"149 Burns Boulevard",31024,692
691,Mastercard,Debit,34,64,30,1985,December,Female,"232 Jefferson Boulevard",21991,561
692,Visa,Debit,52,65,13,1967,August,Female,"23 Sussex Lane",20942,701
693,Mastercard,Debit,20,66,46,1999,August,Female,"5342 Valley Stream Avenue",31905,703
694,Visa,Debit (Prepaid),29,66,37,1990,May,Male,"1598 Elm Street",20519,615
695,Visa,Debit,49,68,19,1970,July,Female,"530 Main Boulevard",35246,662
696,Mastercard,Debit,74,67,-7,1945,July,Female,"5064 North Lane",45685,766
697,Mastercard,Debit,56,73,17,1964,January,Female,"889 Martin Luther King Avenue",32485,742
698,Visa,Debit,55,66,11,1964,October,Female,"886 Little Creek Drive",31927,699
699,Visa,Debit,42,68,26,1978,February,Male,"9141 Ocean View Lane",22308,698
700,Visa,Debit (Prepaid),21,68,47,1998,December,Female,"649 Second Avenue",91487,590
701,Amex,Credit,28,59,31,1991,December,Female,"7087 Plum Street",26476,701
702,Mastercard,Credit,46,68,22,1973,July,Female,"33 Tenth Street",34873,721
703,Mastercard,Debit,53,66,13,1966,November,Female,"864 Jefferson Drive",19798,711
704,Visa,Debit,51,67,16,1968,July,Female,"6840 North Lane",55274,840
705,Mastercard,Debit (Prepaid),84,71,-13,1935,September,Female,"136 Hillside Avenue",42234,609
706,Visa,Credit,33,68,35,1986,September,Female,"212 Ocean View Avenue",33148,602
707,Visa,Debit,22,67,45,1997,December,Female,"5941 South Lane",18271,576
708,Visa,Credit,63,63,0,1957,January,Female,"3 Madison Street",163145,722
709,Mastercard,Debit,26,66,40,1993,September,Female,"3114 East Street",21057,742
710,Visa,Debit (Prepaid),60,68,8,1959,September,Female,"29 12th Avenue",25698,729
711,Visa,Debit,39,60,21,1980,October,Male,"6757 Eighth Avenue",20056,657
712,Visa,Debit,74,67,-7,1945,March,Female,"54 Lafayette Street",20102,720
713,Mastercard,Debit,25,71,46,1994,August,Female,"224 Mountain View Boulevard",17040,691
714,Mastercard,Debit (Prepaid),61,67,6,1958,October,Female,"72 Second Street",35992,760
715,Mastercard,Debit,37,75,38,1983,January,Female,"94 Ocean Avenue",49195,821
716,Mastercard,Debit (Prepaid),31,70,39,1988,May,Male,"1495 Elm Boulevard",13002,769
717,Mastercard,Debit,23,65,42,1996,August,Female,"361 Fourth Street",26325,659
718,Discover,Credit,48,63,15,1971,August,Male,"7944 Hill Lane",14263,655
719,Mastercard,Debit,53,66,13,1966,November,Female,"1959 Forest Street",24589,767
720,Visa,Debit,36,65,29,1983,May,Female,"980 Federal Drive",9710,682
721,Visa,Credit,39,67,28,1980,May,Male,"9735 Birch Street",18828,850
722,Mastercard,Debit,25,66,41,1995,January,Male,"3357 Hill Lane",16168,707
723,Visa,Credit,59,68,9,1960,May,Female,"3179 Seventh Drive",17359,828
724,Visa,Credit,45,72,27,1974,May,Female,"819 El Camino Boulevard",17237,731
725,Visa,Debit,18,68,50,2002,January,Male,"392 Rose Drive",21809,709
726,Amex,Credit,58,67,9,1961,August,Male,"845 Littlewood Boulevard",22032,717
727,Visa,Credit,44,68,24,1975,May,Male,"310 Bayview Boulevard",19874,801
728,Visa,Debit,30,67,37,1989,July,Female,"385 Grant Street",16224,721
729,Mastercard,Debit,80,67,-13,1939,April,Female,"499 Lafayette Lane",16421,850
730,Visa,Credit,51,69,18,1968,August,Male,"932 Bayview Avenue",41663,713
731,Mastercard,Credit,31,73,42,1988,July,Male,"5558 Littlewood Avenue",18734,703
732,Discover,Credit,60,68,8,1959,August,Male,"513 Tenth Avenue",19224,756
733,Mastercard,Debit,36,68,32,1983,July,Male,"895 Lexington Lane",26061,606
734,Visa,Debit,43,61,18,1976,July,Female,"57799 Oak Boulevard",12220,693
735,Visa,Credit,49,67,18,1970,December,Female,"676 Bayview Street",33226,752
736,Mastercard,Credit,27,66,39,1992,September,Female,"8440 Park Drive",30072,741
737,Visa,Debit,61,60,-1,1958,March,Female,"8301 Tenth Drive",18961,758
738,Mastercard,Credit,57,67,10,1962,October,Female,"15664 Lafayette Street",31377,707
739,Discover,Credit,38,64,26,1981,July,Female,"6022 Mill Street",33925,622
740,Mastercard,Debit,30,62,32,1989,August,Female,"9104 Second Avenue",15862,683
741,Mastercard,Debit,75,66,-9,1944,September,Male,"239 Third Drive",21695,826
742,Mastercard,Credit,69,67,-2,1950,December,Female,"829 Mill Boulevard",24016,698
743,Visa,Debit,44,66,22,1975,April,Female,"5810 Sixth Drive",15938,682
744,Discover,Credit,58,67,9,1961,October,Female,"927 Ocean View Drive",21923,842
745,Mastercard,Credit,18,72,54,2001,December,Male,"293 First Boulevard",23820,752
746,Amex,Credit,63,67,4,1956,October,Male,"28136 Wessex Street",14856,689
747,Mastercard,Credit,63,64,1,1956,April,Male,"716 Lafayette Street",14137,687
748,Mastercard,Debit,55,69,14,1965,January,Male,"2100 Summit Street",18412,706
749,Amex,Credit,22,68,46,1997,October,Male,"4098 Park Drive",12051,674
750,Mastercard,Debit,61,68,7,1959,January,Female,"475 Oak Boulevard",14793,694
751,Mastercard,Credit,61,64,3,1958,August,Female,"860 Martin Luther King Boulevard",24364,593
752,Visa,Debit,65,64,-1,1954,June,Female,"5814 Lincoln Lane",27376,664
753,Mastercard,Debit (Prepaid),53,66,13,1967,February,Female,"919 Oak Boulevard",15540,605
754,Visa,Debit,76,69,-7,1943,March,Female,"15 Elm Lane",19025,705
755,Mastercard,Debit,74,67,-7,1945,November,Female,"951 11th Avenue",13409,642
756,Visa,Debit,66,65,-1,1953,October,Female,"8651 North Boulevard",28466,679
757,Mastercard,Debit,62,65,3,1957,September,Female,"956 Lincoln Boulevard",22674,691
758,Mastercard,Debit,63,68,5,1956,December,Male,"39126 El Camino Boulevard",21178,764
759,Visa,Credit,60,65,5,1959,December,Male,"575 Bayview Lane",36563,687
760,Amex,Credit,56,64,8,1964,February,Female,"532 Sixth Drive",18420,778
761,Mastercard,Debit,18,69,51,2001,March,Female,"94 Lafayette Avenue",27576,726
762,Mastercard,Debit,49,59,10,1970,September,Male,"813 Fifth Boulevard",18293,683
763,Visa,Credit,35,61,26,1985,January,Male,"583 Seventh Street",50579,642
764,Mastercard,Debit,77,68,-9,1943,January,Female,"6864 Norfolk Boulevard",20835,712
765,Visa,Debit,18,68,50,2002,February,Male,"188 Ninth Boulevard",17707,778
766,Mastercard,Debit,44,63,19,1975,August,Female,"66 Plum Avenue",15187,685
767,Visa,Debit,32,63,31,1988,January,Female,"7096 Park Street",18013,686
768,Mastercard,Debit,53,67,14,1966,October,Female,"709 River Lane",34043,620
769,Discover,Credit,53,66,13,1966,October,Female,"1132 Hill Street",19604,644
770,Visa,Credit,35,66,31,1984,August,Male,"33 Second Boulevard",29793,706
771,Mastercard,Debit,44,69,25,1975,September,Male,"919 Lafayette Drive",18961,765
772,Mastercard,Debit,62,65,3,1957,October,Female,"24684 Ocean View Boulevard",22599,741
773,Mastercard,Debit (Prepaid),67,65,-2,1952,September,Male,"486 West Boulevard",15562,786
774,Mastercard,Debit,46,61,15,1973,July,Male,"671 Essex Street",16378,588
775,Visa,Debit,37,58,21,1982,September,Male,"776 Norfolk Boulevard",21402,627
776,Mastercard,Debit,55,73,18,1964,December,Male,"905 West Avenue",47798,616
777,Visa,Debit,18,65,47,2002,January,Male,"970 Essex Drive",106305,700
778,Mastercard,Debit,60,60,0,1959,December,Male,"700 Lexington Avenue",18794,699
779,Mastercard,Credit,81,69,-12,1938,March,Female,"44 Valley Boulevard",20874,755
780,Visa,Debit (Prepaid),74,66,-8,1945,November,Male,"41 Rose Lane",56720,652
781,Mastercard,Debit,30,74,44,1989,September,Male,"7154 Lafayette Drive",16670,602
782,Visa,Debit,51,66,15,1968,July,Female,"2554 11th Lane",18229,722
783,Mastercard,Debit,62,61,-1,1957,September,Male,"641 Martin Luther King Avenue",15966,693
784,Discover,Credit,44,67,23,1975,June,Male,"41043 Lincoln Lane",24289,688
785,Mastercard,Debit (Prepaid),18,67,49,2001,November,Male,"13 Main Boulevard",23990,740
786,Mastercard,Debit,18,62,44,2002,February,Male,"4279 West Boulevard",15331,798
787,Mastercard,Debit (Prepaid),19,67,48,2000,March,Female,"762 Lake Drive",35183,767
788,Visa,Debit,19,66,47,2001,January,Female,"534 Norfolk Lane",26718,802
789,Mastercard,Debit,43,60,17,1976,November,Female,"429 Grant Boulevard",24417,690
790,Mastercard,Debit,34,65,31,1985,March,Female,"480 Ocean View Boulevard",22740,743
791,Visa,Debit,78,57,-21,1941,November,Female,"939 Mill Street",22682,645
792,Mastercard,Debit,28,65,37,1992,January,Female,"5863 Grant Avenue",22158,698
793,Visa,Credit,73,60,-13,1946,August,Female,"658 Plum Avenue",21084,703
794,Mastercard,Debit,49,67,18,1970,November,Female,"803 Plum Avenue",14528,730
795,Mastercard,Debit,40,58,18,1979,March,Female,"73 Oak Street",37234,759
796,Mastercard,Debit,25,70,45,1994,May,Female,"8199 Norfolk Avenue",21177,746
797,Visa,Credit,61,69,8,1958,September,Female,"7945 Fourth Avenue",30410,651
798,Amex,Credit,50,68,18,1969,September,Female,"9982 Summit Boulevard",24069,715
799,Visa,Credit,34,68,34,1985,July,Female,"90 El Camino Avenue",15461,686
800,Mastercard,Debit,28,73,45,1991,October,Female,"6413 Second Street",12766,723
801,Mastercard,Debit,82,69,-13,1938,February,Female,"2303 12th Lane",14989,723
802,Mastercard,Credit,35,67,32,1984,March,Female,"3369 Wessex Avenue",29367,752
803,Mastercard,Debit (Prepaid),69,73,4,1951,February,Female,"55 El Camino Boulevard",22799,635
804,Visa,Credit,64,67,3,1955,July,Male,"37 River Boulevard",14839,812
805,Mastercard,Debit,19,65,46,2000,March,Female,"5709 Little Creek Lane",15790,686
806,Mastercard,Debit,24,67,43,1995,April,Female,"8251 Park Lane",38243,686
807,Visa,Debit,52,71,19,1967,August,Female,"869 Little Creek Lane",18877,691
808,Mastercard,Debit,38,66,28,1981,November,Female,"1583 Grant Lane",17679,683
809,Mastercard,Debit,54,66,12,1965,May,Female,"2855 Sixth Avenue",41979,618
810,Visa,Credit,77,65,-12,1942,May,Female,"239 West Drive",16521,705
811,Visa,Credit,91,68,-23,1929,February,Female,"5492 Maple Drive",51642,741
812,Discover,Credit,41,67,26,1978,April,Female,"6946 Park Drive",20338,659
813,Mastercard,Debit,46,70,24,1973,June,Male,"285 Washington Street",19065,585
814,Visa,Credit,72,65,-7,1948,January,Male,"9380 Hill Drive",15318,748
815,Visa,Credit,19,60,41,2000,June,Male,"57285 Jefferson Avenue",23747,756
816,Visa,Debit,56,65,9,1964,February,Male,"8943 11th Drive",17795,759
817,Mastercard,Debit,26,67,41,1993,May,Male,"91 Lake Street",32314,803
818,Amex,Credit,54,66,12,1965,March,Female,"2571 Plum Avenue",15318,770
819,Visa,Credit,55,77,22,1964,October,Female,"4909 Maple Avenue",18392,687
820,Mastercard,Debit (Prepaid),70,59,-11,1949,December,Female,"669 South Street",26762,633
821,Mastercard,Debit,73,60,-13,1946,July,Male,"833 Elm Lane",12434,645
822,Visa,Credit,51,68,17,1968,April,Female,"6323 Sussex Boulevard",16942,793
823,Mastercard,Debit,41,65,24,1978,March,Female,"858 Jefferson Avenue",20353,807
824,Visa,Credit,32,66,34,1987,August,Female,"38 Catherine Boulevard",18100,695
825,Visa,Debit,53,66,13,1966,November,Female,"462 Rose Lane",29278,787
826,Amex,Credit,67,60,-7,1952,November,Female,"563 Birch Drive",26767,684
827,Mastercard,Credit,61,71,10,1958,April,Female,"9189 Valley Street",15194,616
828,Visa,Credit,59,71,12,1960,March,Female,"85 Littlewood Avenue",17609,659
829,Amex,Credit,29,70,41,1990,March,Female,"587 East Lane",17854,726
830,Mastercard,Credit,29,71,42,1990,October,Female,"412 First Boulevard",32943,688
831,Discover,Credit,36,66,30,1983,October,Male,"547 Norfolk Boulevard",18302,726
832,Mastercard,Credit,40,67,27,1979,May,Female,"8799 Elm Avenue",24684,625
833,Visa,Debit,21,65,44,1998,November,Female,"1425 Fifth Street",21827,683
834,Visa,Credit,19,68,49,2000,November,Male,"723 Summit Drive",15965,746
835,Mastercard,Debit (Prepaid),32,65,33,1987,April,Male,"549 Rose Drive",22223,681
836,Mastercard,Debit,18,65,47,2002,January,Male,"822 Ocean View Lane",15775,689
837,Mastercard,Credit,30,65,35,1989,April,Male,"445 Fifth Avenue",17701,679
838,Mastercard,Credit,26,70,44,1993,July,Male,"349 First Drive",24382,763
839,Amex,Credit,45,63,18,1975,January,Female,"96493 Valley Stream Avenue",26674,622
840,Mastercard,Debit,68,64,-4,1952,January,Female,"651 Fourth Avenue",51692,694
841,Visa,Debit,22,67,45,1997,June,Male,"2429 Eighth Avenue",17561,753
842,Visa,Debit,61,65,4,1959,February,Male,"945 Third Avenue",50607,564
843,Discover,Credit,35,64,29,1984,August,Male,"4238 Lexington Lane",13891,822
844,Mastercard,Credit,65,64,-1,1955,February,Male,"364 Eighth Drive",21401,738
845,Mastercard,Debit,58,72,14,1961,August,Male,"860 Seventh Avenue",18005,786
846,Amex,Credit,48,66,18,1971,November,Female,"58 Catherine Drive",33232,745
847,Mastercard,Debit (Prepaid),81,68,-13,1938,April,Female,"864 Main Lane",18585,591
848,Visa,Debit,51,69,18,1968,May,Male,"166 River Drive",33529,711
849,Mastercard,Debit,67,69,2,1952,July,Female,"5456 Ninth Avenue",21497,711
850,Mastercard,Debit,38,66,28,1981,December,Female,"422 Burns Street",19661,712
851,Visa,Debit,88,65,-23,1931,October,Female,"42 Fourth Avenue",19620,757
852,Amex,Credit,35,68,33,1985,January,Female,"955 11th Street",19693,738
853,Mastercard,Credit,29,67,38,1990,August,Female,"225 Lake Boulevard",36817,723
854,Visa,Debit,26,65,39,1994,February,Female,"3716 North Boulevard",29281,688
855,Mastercard,Debit (Prepaid),51,65,14,1969,January,Male,"1047 Seventh Street",11061,699
856,Mastercard,Credit,54,59,5,1965,July,Male,"275 Tenth Street",56069,748
857,Mastercard,Debit,90,62,-28,1929,October,Male,"3019 Elm Drive",17685,615
858,Mastercard,Credit,47,67,20,1972,November,Male,"335 Valley Stream Boulevard",15092,700
859,Mastercard,Credit,51,72,21,1968,April,Male,"865 Wessex Lane",15955,631
860,Visa,Credit,55,65,10,1965,February,Male,"7035 River Boulevard",30794,692
861,Discover,Credit,22,67,45,1997,July,Female,"919 First Street",20147,793
862,Discover,Credit,25,67,42,1995,January,Female,"8482 Elm Lane",21032,807
863,Visa,Debit (Prepaid),60,68,8,1959,December,Female,"256 Ocean Drive",16877,774
864,Mastercard,Credit,56,69,13,1963,October,Female,"7532 Park Boulevard",19198,766
865,Visa,Credit,41,65,24,1979,February,Male,"9684 Grant Drive",18531,693
866,Mastercard,Debit,34,67,33,1985,March,Male,"4591 Third Drive",30361,639
867,Visa,Debit,26,71,45,1993,September,Male,"381 Sussex Avenue",19032,614
868,Visa,Debit,78,64,-14,1941,November,Male,"5004 Lake Street",16016,706
869,Visa,Debit,73,68,-5,1946,September,Male,"9355 Ocean View Drive",22682,745
870,Visa,Debit,63,64,1,1956,March,Female,"1389 Park Lane",35114,821
871,Visa,Credit,86,71,-15,1933,May,Female,"81 Hill Avenue",13820,690
872,Mastercard,Debit,61,66,5,1959,January,Female,"96 Lake Lane",15451,655
873,Mastercard,Debit,52,68,16,1967,August,Female,"65 Fifth Boulevard",22086,710
874,Mastercard,Debit,24,68,44,1995,March,Male,"4973 Martin Luther King Lane",30757,798
875,Discover,Credit,39,71,32,1981,February,Male,"5944 Grant Avenue",20553,728
876,Visa,Debit,65,62,-3,1954,May,Male,"3216 Ninth Drive",22638,600
877,Mastercard,Debit,36,63,27,1983,August,Female,"801 Mill Boulevard",16829,610
878,Amex,Credit,45,65,20,1974,March,Male,"13 Lake Drive",19663,615
879,Mastercard,Debit,54,66,12,1966,February,Male,"938 Forest Street",11140,702
880,Amex,Credit,28,65,37,1991,March,Male,"231 Littlewood Avenue",19301,685
881,Mastercard,Debit,61,70,9,1958,March,Female,"4155 Spruce Avenue",28663,696
882,Mastercard,Debit,63,65,2,1956,August,Male,"7605 Essex Boulevard",18019,612
883,Amex,Credit,33,60,27,1987,February,Male,"6174 East Street",26647,584
884,Visa,Debit,75,64,-11,1945,February,Male,"3095 Eighth Drive",21663,631
885,Discover,Credit,36,66,30,1983,December,Male,"7121 Fourth Avenue",13895,700
886,Mastercard,Debit,20,67,47,1999,November,Male,"189 Ninth Lane",31656,726
887,Visa,Debit,55,66,11,1964,April,Male,"3999 West Lane",26137,816
888,Mastercard,Debit,53,67,14,1966,June,Male,"817 Forest Street",16462,698
889,Visa,Credit,27,65,38,1992,March,Male,"900 Norfolk Avenue",25773,710
890,Mastercard,Debit,37,66,29,1983,January,Female,"911 Ocean Boulevard",25592,727
891,Mastercard,Debit,38,66,28,1981,October,Female,"177 Maple Boulevard",17093,746
892,Visa,Debit,38,66,28,1981,July,Female,"4260 Essex Lane",25205,656
893,Visa,Debit (Prepaid),18,68,50,2002,February,Male,"4485 Plum Lane",17027,850
894,Visa,Credit,41,68,27,1978,May,Female,"1071 Lafayette Street",19781,597
895,Visa,Credit,46,70,24,1973,August,Female,"9503 South Street",15515,832
896,Visa,Debit,27,65,38,1993,February,Female,"327 Seventh Boulevard",18278,626
897,Mastercard,Credit,30,64,34,1989,August,Female,"847 Martin Luther King Lane",13238,501
898,Mastercard,Debit,90,66,-24,1929,June,Female,"145 River Drive",12427,566
899,Mastercard,Debit,29,65,36,1990,June,Female,"5544 Grant Avenue",23487,629
900,Visa,Debit (Prepaid),36,65,29,1983,July,Male,"977 Littlewood Avenue",16133,735
901,Mastercard,Debit (Prepaid),48,66,18,1971,September,Male,"96 11th Street",17987,850
902,Mastercard,Debit,31,64,33,1988,April,Male,"5157 Seventh Drive",22081,635
903,Amex,Credit,25,67,42,1994,August,Male,"2484 Essex Avenue",29231,717
904,Mastercard,Credit,32,66,34,1987,August,Male,"41 Plum Boulevard",12018,759
905,Mastercard,Debit (Prepaid),69,73,4,1950,November,Male,"385 Maple Street",47524,701
906,Visa,Debit,75,69,-6,1945,February,Male,"6930 East Lane",21749,705
907,Visa,Debit,32,71,39,1987,November,Male,"2426 Littlewood Avenue",30650,686
908,Mastercard,Debit,62,70,8,1957,August,Male,"3776 Bayview Lane",22685,650
909,Mastercard,Debit (Prepaid),38,64,26,1981,May,Male,"215 Ocean View Drive",24044,583
910,Visa,Debit,31,57,26,1989,February,Male,"35 Rose Boulevard",37677,819
911,Mastercard,Credit,18,68,50,2001,November,Male,"69524 Valley Lane",14500,757
912,Mastercard,Debit,46,66,20,1973,August,Male,"1833 George Drive",23244,755
913,Mastercard,Debit,56,70,14,1963,May,Male,"4943 Martin Luther King Lane",13964,693
914,Mastercard,Debit,38,71,33,1982,January,Male,"10 Norfolk Boulevard",22638,763
915,Mastercard,Debit,44,64,20,1975,April,Male,"936 Mill Street",22047,728
916,Visa,Debit,21,68,47,1998,August,Male,"125 First Avenue",20236,682
917,Visa,Debit,58,66,8,1962,January,Male,"735 Forest Avenue",20059,678
918,Mastercard,Debit,43,75,32,1976,May,Female,"5528 Lake Lane",14320,703
919,Mastercard,Debit,54,62,8,1965,March,Female,"1635 Sussex Lane",33295,698
920,Mastercard,Credit,41,68,27,1978,November,Female,"37 Sixth Lane",14078,700
921,Visa,Debit,74,66,-8,1945,May,Male,"960 Mill Lane",26072,779
922,Mastercard,Debit (Prepaid),18,64,46,2001,April,Male,"5819 Norfolk Drive",14352,647
923,Mastercard,Debit,18,70,52,2002,January,Female,"38 Fifth Street",23297,735
924,Visa,Credit,48,75,27,1972,January,Female,"6126 Ocean View Boulevard",19810,645
925,Mastercard,Debit (Prepaid),31,68,37,1988,March,Male,"4165 Valley Avenue",28710,610
926,Mastercard,Debit,20,60,40,1999,November,Female,"88 George Street",20305,776
927,Visa,Debit,37,68,31,1982,June,Male,"13 Federal Street",29122,729
928,Mastercard,Debit,59,66,7,1960,December,Female,"26 Martin Luther King Drive",15862,784
929,Amex,Credit,63,62,-1,1956,April,Female,"899 Grant Lane",44106,850
930,Visa,Debit,22,65,43,1998,January,Male,"5274 Martin Luther King Lane",12274,691
931,Visa,Debit,34,73,39,1985,December,Male,"2707 Main Boulevard",33974,540
932,Mastercard,Debit,67,69,2,1953,February,Male,"295 West Avenue",16760,811
933,Amex,Credit,50,69,19,1969,May,Male,"7037 Wessex Avenue",21234,690
934,Visa,Credit,32,63,31,1987,December,Female,"2017 Ninth Drive",20159,762
935,Mastercard,Debit,18,71,53,2002,January,Female,"197 George Drive",15701,728
936,Mastercard,Debit,18,67,49,2001,June,Female,"255 Bayview Street",20460,718
937,Mastercard,Debit,47,63,16,1973,January,Female,"430 Sixth Avenue",46169,603
938,Mastercard,Credit,28,73,45,1991,July,Female,"875 Plum Street",24982,720
939,Discover,Credit,80,59,-21,1939,October,Female,"4259 East Lane",19945,696
940,Visa,Credit,49,61,12,1970,June,Female,"620 12th Avenue",20499,699
941,Mastercard,Debit,56,72,16,1963,June,Female,"3248 Hill Drive",22273,713
942,Visa,Debit,37,65,28,1982,July,Male,"3914 Mill Street",29006,742
943,Discover,Credit,64,61,-3,1955,April,Male,"66 Grant Lane",39495,773
944,Mastercard,Debit,58,71,13,1961,October,Male,"3817 Martin Luther King Avenue",58517,789
945,Mastercard,Credit,19,66,47,2001,February,Male,"751 Birch Avenue",27748,705
946,Visa,Credit,48,66,18,1971,May,Male,"2981 Ninth Boulevard",19486,781
947,Mastercard,Debit (Prepaid),63,71,8,1956,September,Male,"4117 Fifth Avenue",16985,710
948,Mastercard,Debit,53,65,12,1966,December,Female,"1540 El Camino Avenue",18205,718
949,Visa,Debit,29,71,42,1990,November,Female,"6595 Ocean Drive",31234,709
950,Visa,Credit,23,66,43,1996,September,Female,"9264 Norfolk Lane",14405,629
951,Mastercard,Debit (Prepaid),57,66,9,1962,September,Female,"381 Catherine Avenue",13075,709
952,Visa,Debit,29,66,37,1990,May,Male,"7135 Ninth Lane",62177,685
953,Mastercard,Debit,18,71,53,2001,June,Male,"993 Mountain View Avenue",14667,664
954,Mastercard,Debit,51,65,14,1968,June,Male,"691 Ocean View Street",18619,772
955,Visa,Credit,33,67,34,1987,February,Male,"6785 Valley Stream Boulevard",16648,798
956,Mastercard,Debit,30,66,36,1989,December,Female,"714 North Drive",23104,804
957,Visa,Debit,73,64,-9,1946,September,Female,"862 Martin Luther King Drive",33637,605
958,Mastercard,Debit,18,65,47,2001,September,Female,"141 Sixth Boulevard",16413,705
959,Visa,Debit (Prepaid),35,67,32,1984,November,Female,"5223 Lafayette Drive",50208,738
960,Visa,Debit,29,66,37,1990,August,Male,"506 Washington Lane",26180,750
961,Visa,Debit,76,63,-13,1944,February,Male,"3031 Essex Street",34909,721
962,Mastercard,Credit,28,69,41,1992,January,Male,"564 Catherine Lane",16801,846
963,Mastercard,Debit,24,70,46,1995,December,Female,"8094 Catherine Lane",20458,687
964,Visa,Debit,48,66,18,1971,December,Female,"33 North Avenue",22278,689
965,Amex,Credit,18,68,50,2002,January,Female,"2108 Spruce Lane",20670,713
966,Mastercard,Debit,26,69,43,1993,April,Female,"445 Fourth Lane",11763,630
967,Visa,Credit,41,56,15,1978,October,Female,"9413 12th Boulevard",16081,699
968,Mastercard,Credit,21,69,48,1998,September,Female,"89 Oak Lane",14456,722
969,Visa,Debit,24,70,46,1996,February,Female,"18360 Valley Avenue",28884,666
970,Visa,Debit,42,66,24,1977,November,Male,"1942 Rose Avenue",21916,770
971,Visa,Credit,20,66,46,1999,October,Female,"711 Tenth Street",19899,732
972,Visa,Credit,35,69,34,1984,May,Male,"215 Plum Boulevard",24608,681
973,Mastercard,Debit,55,68,13,1964,May,Male,"1587 Rose Lane",12285,734
974,Mastercard,Credit,59,65,6,1960,September,Male,"948 Federal Drive",23966,644
975,Visa,Debit,28,67,39,1991,May,Female,"34542 Ninth Drive",14456,675
976,Visa,Debit,67,69,2,1952,August,Female,"198 Lincoln Street",30736,760
977,Amex,Credit,83,67,-16,1936,December,Female,"237 Hill Boulevard",13917,710
978,Mastercard,Debit,21,62,41,1998,July,Female,"288 North Avenue",27603,760
979,Mastercard,Credit,59,62,3,1961,February,Male,"621 Rose Avenue",16025,693
980,Mastercard,Debit,84,69,-15,1935,August,Male,"463 12th Street",20641,733
981,Amex,Credit,44,68,24,1975,November,Male,"4169 Fourth Lane",27544,671
982,Mastercard,Debit,46,67,21,1973,October,Male,"9232 Mill Drive",32610,729
983,Visa,Debit,77,67,-10,1942,August,Male,"8407 Forest Drive",20447,827
984,Discover,Credit,63,66,3,1956,March,Female,"642 Ocean View Lane",16150,850
985,Visa,Credit,32,65,33,1987,June,Male,"7276 Fourth Drive",25334,600
986,Visa,Debit,32,70,38,1987,July,Male,"6577 Lexington Lane",23550,703
987,Mastercard,Debit (Prepaid),52,67,15,1967,October,Male,"6785 Essex Lane",30179,683
988,Visa,Debit,68,68,0,1951,April,Male,"344 Washington Drive",20042,785
989,Mastercard,Credit,78,66,-12,1941,September,Male,"6283 Rose Avenue",46175,727
990,Visa,Debit (Prepaid),91,67,-24,1929,January,Female,"365 Mountain View Boulevard",16474,737
991,Visa,Credit,52,60,8,1967,August,Male,"3740 Ocean Lane",18110,554
