"id","card_brand","card_type","current_age","age_range","address","gender","credit_score","labels"
682,Mastercard,Debit,58,"51-60","2130 Valley Stream Lane",Male,724,Cukup Baik
683,Mastercard,Credit,61,"61-70","201 Grant Drive",Male,704,Cukup Baik
684,Mastercard,Credit,51,"51-60","1246 11th Boulevard",Male,661,Sedang
685,Mastercard,Credit,21,"21-30","5263 Fifth Avenue",Male,778,Cukup Baik
686,Mastercard,Debit,64,"61-70","25521 First Street",Male,683,Sedang
687,Mastercard,Credit,20,"10-20","1693 Spruce Street",Male,725,Cukup Baik
688,Mastercard,Debit,44,"41-50","5125 Elm Drive",Male,760,Cukup Baik
689,Mastercard,Debit,65,"61-70","440 Maple Drive",Female,709,Cukup Baik
690,Mastercard,Debit,71,"71-80","149 Burns Boulevard",Female,692,Sedang
691,Mastercard,Debit,34,"31-40","232 Jefferson Boulevard",Female,561,Buruk
692,Mastercard,Debit,52,"51-60","23 Sussex Lane",Female,701,Cukup Baik
693,Mastercard,Debit,20,"10-20","5342 Valley Stream Avenue",Female,703,Cukup Baik
694,Mastercard,Credit,29,"21-30","1598 Elm Street",Male,615,Sedang
695,Mastercard,Debit (Prepaid),49,"41-50","530 Main Boulevard",Female,662,Sedang
696,Mastercard,Debit,74,"71-80","5064 North Lane",Female,766,Cukup Baik
697,Mastercard,Debit,56,"51-60","889 Martin Luther King Avenue",Female,742,Cukup Baik
698,Mastercard,Debit,55,"51-60","886 Little Creek Drive",Female,699,Sedang
699,Mastercard,Debit (Prepaid),42,"41-50","9141 Ocean View Lane",Male,698,Sedang
700,Mastercard,Debit (Prepaid),21,"21-30","649 Second Avenue",Female,590,Buruk
701,Mastercard,Debit,28,"21-30","7087 Plum Street",Female,701,Cukup Baik
702,Mastercard,Credit,46,"41-50","33 Tenth Street",Female,721,Cukup Baik
703,Mastercard,Debit,53,"51-60","864 Jefferson Drive",Female,711,Cukup Baik
704,Mastercard,Credit,51,"51-60","6840 North Lane",Female,840,Cukup Baik
705,Mastercard,Credit,84,"81-90","136 Hillside Avenue",Female,609,Sedang
706,Mastercard,Debit,33,"31-40","212 Ocean View Avenue",Female,602,Sedang
707,Mastercard,Debit (Prepaid),22,"21-30","5941 South Lane",Female,576,Buruk
708,Mastercard,Debit,63,"61-70","3 Madison Street",Female,722,Cukup Baik
709,Mastercard,Credit,26,"21-30","3114 East Street",Female,742,Cukup Baik
710,Mastercard,Credit,60,"51-60","29 12th Avenue",Female,729,Cukup Baik
711,Mastercard,Debit,39,"31-40","6757 Eighth Avenue",Male,657,Sedang
712,Mastercard,Credit,74,"71-80","54 Lafayette Street",Female,720,Cukup Baik
713,Mastercard,Debit (Prepaid),25,"21-30","224 Mountain View Boulevard",Female,691,Sedang
714,Mastercard,Debit,61,"61-70","72 Second Street",Female,760,Cukup Baik
715,Mastercard,Debit,37,"31-40","94 Ocean Avenue",Female,821,Cukup Baik
716,Mastercard,Debit,31,"31-40","1495 Elm Boulevard",Male,769,Cukup Baik
717,Mastercard,Credit,23,"21-30","361 Fourth Street",Female,659,Sedang
718,Mastercard,Debit,48,"41-50","7944 Hill Lane",Male,655,Sedang
719,Mastercard,Debit,53,"51-60","1959 Forest Street",Female,767,Cukup Baik
720,Mastercard,Debit,36,"31-40","980 Federal Drive",Female,682,Sedang
721,Mastercard,Credit,39,"31-40","9735 Birch Street",Male,850,Cukup Baik
722,Mastercard,Credit,25,"21-30","3357 Hill Lane",Male,707,Cukup Baik
723,Mastercard,Debit,59,"51-60","3179 Seventh Drive",Female,828,Cukup Baik
724,Mastercard,Debit (Prepaid),45,"41-50","819 El Camino Boulevard",Female,731,Cukup Baik
725,Mastercard,Debit,18,"10-20","392 Rose Drive",Male,709,Cukup Baik
726,Mastercard,Debit (Prepaid),58,"51-60","845 Littlewood Boulevard",Male,717,Cukup Baik
727,Mastercard,Debit,44,"41-50","310 Bayview Boulevard",Male,801,Tidak Baik
728,Mastercard,Debit,30,"21-30","385 Grant Street",Female,721,Cukup Baik
729,Mastercard,Debit,80,"71-80","499 Lafayette Lane",Female,850,Cukup Baik
730,Mastercard,Debit,51,"51-60","932 Bayview Avenue",Male,713,Cukup Baik
731,Mastercard,Debit,31,"31-40","5558 Littlewood Avenue",Male,703,Cukup Baik
732,Mastercard,Debit,60,"51-60","513 Tenth Avenue",Male,756,Cukup Baik
733,Mastercard,Debit,36,"31-40","895 Lexington Lane",Male,606,Sedang
734,Mastercard,Debit,43,"41-50","57799 Oak Boulevard",Female,693,Sedang
735,Mastercard,Debit,49,"41-50","676 Bayview Street",Female,752,Cukup Baik
736,Mastercard,Credit,27,"21-30","8440 Park Drive",Female,741,Cukup Baik
737,Mastercard,Debit,61,"61-70","8301 Tenth Drive",Female,758,Cukup Baik
738,Mastercard,Debit,57,"51-60","15664 Lafayette Street",Female,707,Cukup Baik
739,Mastercard,Debit (Prepaid),38,"31-40","6022 Mill Street",Female,622,Sedang
740,Mastercard,Debit (Prepaid),30,"21-30","9104 Second Avenue",Female,683,Sedang
741,Mastercard,Debit,75,"71-80","239 Third Drive",Male,826,Cukup Baik
742,Mastercard,Debit,69,"61-70","829 Mill Boulevard",Female,698,Sedang
743,Mastercard,Debit,44,"41-50","5810 Sixth Drive",Female,682,Sedang
744,Visa,Debit,58,"51-60","927 Ocean View Drive",Female,842,Cukup Baik
745,Visa,Debit,18,"10-20","293 First Boulevard",Male,752,Cukup Baik
746,Visa,Debit,63,"61-70","28136 Wessex Street",Male,689,Sedang
747,Visa,Credit,63,"61-70","716 Lafayette Street",Male,687,Sedang
748,Visa,Debit,55,"51-60","2100 Summit Street",Male,706,Cukup Baik
749,Visa,Debit,22,"21-30","4098 Park Drive",Male,674,Sedang
750,Visa,Debit,61,"61-70","475 Oak Boulevard",Female,694,Sedang
751,Visa,Debit,61,"61-70","860 Martin Luther King Boulevard",Female,593,Buruk
752,Visa,Debit,65,"61-70","5814 Lincoln Lane",Female,664,Sedang
753,Visa,Credit,53,"51-60","919 Oak Boulevard",Female,605,Sedang
754,Visa,Debit,76,"71-80","15 Elm Lane",Female,705,Cukup Baik
755,Visa,Debit,74,"71-80","951 11th Avenue",Female,642,Sedang
756,Visa,Debit (Prepaid),66,"61-70","8651 North Boulevard",Female,679,Sedang
757,Visa,Credit,62,"61-70","956 Lincoln Boulevard",Female,691,Sedang
758,Visa,Debit (Prepaid),63,"61-70","39126 El Camino Boulevard",Male,764,Cukup Baik
759,Visa,Debit,60,"51-60","575 Bayview Lane",Male,687,Sedang
760,Visa,Credit,56,"51-60","532 Sixth Drive",Female,778,Cukup Baik
761,Visa,Debit,18,"10-20","94 Lafayette Avenue",Female,726,Cukup Baik
762,Visa,Debit,49,"41-50","813 Fifth Boulevard",Male,683,Sedang
763,Visa,Debit (Prepaid),35,"31-40","583 Seventh Street",Male,642,Sedang
764,Visa,Credit,77,"71-80","6864 Norfolk Boulevard",Female,712,Cukup Baik
765,Visa,Debit,18,"10-20","188 Ninth Boulevard",Male,778,Cukup Baik
766,Visa,Debit,44,"41-50","66 Plum Avenue",Female,685,Sedang
767,Visa,Debit,32,"31-40","7096 Park Street",Female,686,Sedang
768,Visa,Credit,53,"51-60","709 River Lane",Female,620,Sedang
769,Visa,Debit (Prepaid),53,"51-60","1132 Hill Street",Female,644,Sedang
770,Visa,Debit,35,"31-40","33 Second Boulevard",Male,706,Cukup Baik
771,Visa,Credit,44,"41-50","919 Lafayette Drive",Male,765,Cukup Baik
772,Visa,Credit,62,"61-70","24684 Ocean View Boulevard",Female,741,Cukup Baik
773,Visa,Debit,67,"61-70","486 West Boulevard",Male,786,Cukup Baik
774,Visa,Credit,46,"41-50","671 Essex Street",Male,588,Buruk
775,Visa,Debit,37,"31-40","776 Norfolk Boulevard",Male,627,Sedang
776,Visa,Debit,55,"51-60","905 West Avenue",Male,616,Sedang
777,Visa,Debit,18,"10-20","970 Essex Drive",Male,700,Sedang
778,Visa,Debit,60,"51-60","700 Lexington Avenue",Male,699,Sedang
779,Visa,Credit,81,"81-90","44 Valley Boulevard",Female,755,Cukup Baik
780,Visa,Debit,74,"71-80","41 Rose Lane",Male,652,Sedang
781,Visa,Credit,30,"21-30","7154 Lafayette Drive",Male,602,Sedang
782,Visa,Credit,51,"51-60","2554 11th Lane",Female,722,Cukup Baik
783,Visa,Debit,62,"61-70","641 Martin Luther King Avenue",Male,693,Sedang
784,Visa,Debit,44,"41-50","41043 Lincoln Lane",Male,688,Sedang
785,Visa,Debit (Prepaid),18,"10-20","13 Main Boulevard",Male,740,Cukup Baik
786,Visa,Credit,18,"10-20","4279 West Boulevard",Male,798,Cukup Baik
787,Visa,Credit,19,"10-20","762 Lake Drive",Female,767,Cukup Baik
788,Visa,Debit,19,"10-20","534 Norfolk Lane",Female,802,Cukup Baik
789,Visa,Credit,43,"41-50","429 Grant Boulevard",Female,690,Sedang
790,Visa,Debit,34,"31-40","480 Ocean View Boulevard",Female,743,Cukup Baik
791,Visa,Credit,78,"71-80","939 Mill Street",Female,645,Sedang
792,Visa,Debit,28,"21-30","5863 Grant Avenue",Female,698,Sedang
793,Visa,Debit,73,"71-80","658 Plum Avenue",Female,703,Cukup Baik
794,Visa,Debit,49,"41-50","803 Plum Avenue",Female,730,Cukup Baik
795,Visa,Credit,40,"31-40","73 Oak Street",Female,759,Cukup Baik
796,Visa,Credit,25,"21-30","8199 Norfolk Avenue",Female,746,Cukup Baik
797,Visa,Debit,61,"61-70","7945 Fourth Avenue",Female,651,Sedang
798,Visa,Debit,50,"41-50","9982 Summit Boulevard",Female,715,Cukup Baik
799,Visa,Debit (Prepaid),34,"31-40","90 El Camino Avenue",Female,686,Sedang
800,Visa,Credit,28,"21-30","6413 Second Street",Female,723,Cukup Baik
801,Visa,Debit,82,"81-90","2303 12th Lane",Female,723,Cukup Baik
802,Visa,Debit,35,"31-40","3369 Wessex Avenue",Female,752,Cukup Baik
803,Visa,Debit,69,"61-70","55 El Camino Boulevard",Female,635,Sedang
804,Visa,Debit,64,"61-70","37 River Boulevard",Male,812,Cukup Baik
805,Visa,Credit,19,"10-20","5709 Little Creek Lane",Female,686,Sedang
806,Visa,Debit,24,"21-30","8251 Park Lane",Female,686,Sedang
807,Visa,Debit,52,"51-60","869 Little Creek Lane",Female,691,Sedang
808,Visa,Debit,38,"31-40","1583 Grant Lane",Female,683,Sedang
809,Visa,Credit,54,"51-60","2855 Sixth Avenue",Female,618,Sedang
810,Visa,Credit,77,"71-80","239 West Drive",Female,705,Cukup Baik
811,Visa,Credit,91,"91+","5492 Maple Drive",Female,741,Cukup Baik
812,Visa,Debit,41,"41-50","6946 Park Drive",Female,659,Sedang
813,Visa,Credit,46,"41-50","285 Washington Street",Male,585,Buruk
814,Visa,Debit,72,"71-80","9380 Hill Drive",Male,748,Cukup Baik
815,Visa,Debit,19,"10-20","57285 Jefferson Avenue",Male,756,Cukup Baik
816,Visa,Debit,56,"51-60","8943 11th Drive",Male,759,Cukup Baik
817,Visa,Credit,26,"21-30","91 Lake Street",Male,803,Cukup Baik
818,Visa,Debit,54,"51-60","2571 Plum Avenue",Female,770,Cukup Baik
819,Visa,Credit,55,"51-60","4909 Maple Avenue",Female,687,Sedang
820,Visa,Credit,70,"61-70","669 South Street",Female,633,Sedang
821,Visa,Debit,73,"71-80","833 Elm Lane",Male,645,Sedang
822,Visa,Credit,51,"51-60","6323 Sussex Boulevard",Female,793,Cukup Baik
823,Visa,Debit,41,"41-50","858 Jefferson Avenue",Female,807,Cukup Baik
824,Visa,Credit,32,"31-40","38 Catherine Boulevard",Female,695,Sedang
825,Visa,Debit,53,"51-60","462 Rose Lane",Female,787,Cukup Baik
826,Visa,Debit,67,"61-70","563 Birch Drive",Female,684,Sedang
827,Visa,Credit,61,"61-70","9189 Valley Street",Female,616,Sedang
828,Visa,Debit,59,"51-60","85 Littlewood Avenue",Female,659,Sedang
829,Visa,Credit,29,"21-30","587 East Lane",Female,726,Cukup Baik
830,Visa,Debit,29,"21-30","412 First Boulevard",Female,688,Sedang
831,Visa,Debit,36,"31-40","547 Norfolk Boulevard",Male,726,Cukup Baik
832,Visa,Credit,40,"31-40","8799 Elm Avenue",Female,625,Sedang
833,Visa,Credit,21,"21-30","1425 Fifth Street",Female,683,Sedang
834,Visa,Debit,19,"10-20","723 Summit Drive",Male,746,Cukup Baik
835,Visa,Debit,32,"31-40","549 Rose Drive",Male,681,Sedang
836,Visa,Debit,18,"10-20","822 Ocean View Lane",Male,689,Sedang
837,Visa,Debit,30,"21-30","445 Fifth Avenue",Male,679,Sedang
838,Visa,Credit,26,"21-30","349 First Drive",Male,763,Cukup Baik
839,Visa,Credit,45,"41-50","96493 Valley Stream Avenue",Female,622,Sedang
840,Visa,Credit,68,"61-70","651 Fourth Avenue",Female,694,Sedang
841,Visa,Debit (Prepaid),22,"21-30","2429 Eighth Avenue",Male,753,Cukup Baik
842,Visa,Credit,61,"61-70","945 Third Avenue",Male,564,Buruk
843,Visa,Credit,35,"31-40","4238 Lexington Lane",Male,822,Cukup Baik
844,Visa,Debit (Prepaid),65,"61-70","364 Eighth Drive",Male,738,Cukup Baik
845,Visa,Debit,58,"51-60","860 Seventh Avenue",Male,786,Cukup Baik
846,Visa,Debit,48,"41-50","58 Catherine Drive",Female,745,Cukup Baik
847,Visa,Debit,81,"81-90","864 Main Lane",Female,591,Buruk
848,Visa,Credit,51,"51-60","166 River Drive",Male,711,Cukup Baik
849,Visa,Debit,67,"61-70","5456 Ninth Avenue",Female,711,Cukup Baik
850,Visa,Debit,38,"31-40","422 Burns Street",Female,712,Cukup Baik
851,Visa,Credit,88,"81-90","42 Fourth Avenue",Female,757,Cukup Baik
852,Visa,Debit,35,"31-40","955 11th Street",Female,738,Cukup Baik
853,Visa,Debit (Prepaid),29,"21-30","225 Lake Boulevard",Female,723,Cukup Baik
854,Visa,Debit,26,"21-30","3716 North Boulevard",Female,688,Sedang
855,Visa,Credit,51,"51-60","1047 Seventh Street",Male,699,Sedang
856,Visa,Debit,54,"51-60","275 Tenth Street",Male,748,Cukup Baik
857,Visa,Credit,90,"81-90","3019 Elm Drive",Male,615,Sedang
858,Visa,Credit,47,"41-50","335 Valley Stream Boulevard",Male,700,Sedang
859,Visa,Debit,51,"51-60","865 Wessex Lane",Male,631,Sedang
860,Visa,Debit,55,"51-60","7035 River Boulevard",Male,692,Sedang
861,Visa,Debit,22,"21-30","919 First Street",Female,793,Cukup Baik
862,Visa,Debit,25,"21-30","8482 Elm Lane",Female,807,Cukup Baik
863,Visa,Credit,60,"51-60","256 Ocean Drive",Female,774,Cukup Baik
864,Visa,Debit,56,"51-60","7532 Park Boulevard",Female,766,Cukup Baik
865,Visa,Debit (Prepaid),41,"41-50","9684 Grant Drive",Male,693,Sedang
866,Visa,Debit,34,"31-40","4591 Third Drive",Male,639,Sedang
867,Visa,Debit,26,"21-30","381 Sussex Avenue",Male,614,Sedang
868,Visa,Credit,78,"71-80","5004 Lake Street",Male,706,Cukup Baik
869,Visa,Debit,73,"71-80","9355 Ocean View Drive",Male,745,Cukup Baik
870,Visa,Debit,63,"61-70","1389 Park Lane",Female,821,Cukup Baik
871,Visa,Debit,86,"81-90","81 Hill Avenue",Female,690,Sedang
872,Visa,Debit,61,"61-70","96 Lake Lane",Female,655,Sedang
873,Visa,Debit (Prepaid),52,"51-60","65 Fifth Boulevard",Female,710,Cukup Baik
874,Visa,Credit,24,"21-30","4973 Martin Luther King Lane",Male,798,Cukup Baik
875,Visa,Credit,39,"31-40","5944 Grant Avenue",Male,728,Cukup Baik
876,Visa,Debit,65,"61-70","3216 Ninth Drive",Male,600,Buruk
877,Visa,Debit,36,"31-40","801 Mill Boulevard",Female,610,Sedang
878,Visa,Credit,45,"41-50","13 Lake Drive",Male,615,Sedang
879,Visa,Debit,54,"51-60","938 Forest Street",Male,702,Cukup Baik
880,Visa,Debit,28,"21-30","231 Littlewood Avenue",Male,685,Sedang
881,Visa,Debit,61,"61-70","4155 Spruce Avenue",Female,696,Sedang
882,Visa,Debit (Prepaid),63,"61-70","7605 Essex Boulevard",Male,612,Sedang
883,Visa,Debit,33,"31-40","6174 East Street",Male,584,Buruk
884,Visa,Credit,75,"71-80","3095 Eighth Drive",Male,631,Sedang
885,Visa,Debit,36,"31-40","7121 Fourth Avenue",Male,700,Sedang
886,Visa,Debit,20,"10-20","189 Ninth Lane",Male,726,Cukup Baik
887,Visa,Debit (Prepaid),55,"51-60","3999 West Lane",Male,816,Cukup Baik
888,Visa,Debit,53,"51-60","817 Forest Street",Male,698,Sedang
889,Visa,Debit,27,"21-30","900 Norfolk Avenue",Male,710,Cukup Baik
890,Visa,Debit (Prepaid),37,"31-40","911 Ocean Boulevard",Female,727,Cukup Baik
891,Visa,Debit,38,"31-40","177 Maple Boulevard",Female,746,Cukup Baik
892,Visa,Debit,38,"31-40","4260 Essex Lane",Female,656,Sedang
893,Visa,Credit,18,"10-20","4485 Plum Lane",Male,850,Cukup Baik
894,Visa,Debit,41,"41-50","1071 Lafayette Street",Female,597,Buruk
895,Visa,Credit,46,"41-50","9503 South Street",Female,832,Cukup Baik
896,Visa,Debit,27,"21-30","327 Seventh Boulevard",Female,626,Sedang
897,Visa,Debit,30,"21-30","847 Martin Luther King Lane",Female,501,Buruk
898,Visa,Debit (Prepaid),90,"81-90","145 River Drive",Female,566,Buruk
899,Visa,Credit,29,"21-30","5544 Grant Avenue",Female,629,Sedang
900,Visa,Debit,36,"31-40","977 Littlewood Avenue",Male,735,Cukup Baik
901,Visa,Debit,48,"41-50","96 11th Street",Male,850,Cukup Baik
902,Visa,Credit,31,"31-40","5157 Seventh Drive",Male,635,Sedang
903,Visa,Debit,25,"21-30","2484 Essex Avenue",Male,717,Cukup Baik
904,Visa,Debit,32,"31-40","41 Plum Boulevard",Male,759,Cukup Baik
905,Visa,Credit,69,"61-70","385 Maple Street",Male,701,Cukup Baik
906,Visa,Credit,75,"71-80","6930 East Lane",Male,705,Cukup Baik
907,Visa,Debit,32,"31-40","2426 Littlewood Avenue",Male,686,Sedang
908,Visa,Debit (Prepaid),62,"61-70","3776 Bayview Lane",Male,650,Sedang
909,Visa,Debit,38,"31-40","215 Ocean View Drive",Male,583,Buruk
910,Visa,Debit,31,"31-40","35 Rose Boulevard",Male,819,Cukup Baik
911,Visa,Debit,18,"10-20","69524 Valley Lane",Male,757,Cukup Baik
912,Visa,Credit,46,"41-50","1833 George Drive",Male,755,Cukup Baik
913,Visa,Debit (Prepaid),56,"51-60","4943 Martin Luther King Lane",Male,693,Sedang
914,Visa,Debit,38,"31-40","10 Norfolk Boulevard",Male,763,Cukup Baik
915,Visa,Debit,44,"41-50","936 Mill Street",Male,728,Cukup Baik
916,Visa,Credit,21,"21-30","125 First Avenue",Male,682,Sedang
917,Visa,Debit,58,"51-60","735 Forest Avenue",Male,678,Sedang
918,Visa,Debit,43,"41-50","5528 Lake Lane",Female,703,Cukup Baik
919,Visa,Credit,54,"51-60","1635 Sussex Lane",Female,698,Sedang
920,Visa,Credit,41,"41-50","37 Sixth Lane",Female,700,Sedang
921,Visa,Debit,74,"71-80","960 Mill Lane",Male,779,Cukup Baik
922,Visa,Credit,18,"10-20","5819 Norfolk Drive",Male,647,Sedang
923,Visa,Credit,18,"10-20","38 Fifth Street",Female,735,Cukup Baik
924,Visa,Credit,48,"41-50","6126 Ocean View Boulevard",Female,645,Sedang
925,Visa,Debit,31,"31-40","4165 Valley Avenue",Male,610,Sedang
926,Visa,Credit,20,"10-20","88 George Street",Female,776,Cukup Baik
927,Visa,Credit,37,"31-40","13 Federal Street",Male,729,Cukup Baik
928,Visa,Credit,59,"51-60","26 Martin Luther King Drive",Female,784,Cukup Baik
929,Visa,Credit,63,"61-70","899 Grant Lane",Female,850,Cukup Baik
930,Visa,Debit,22,"21-30","5274 Martin Luther King Lane",Male,691,Sedang
931,Visa,Debit,34,"31-40","2707 Main Boulevard",Male,540,Buruk
932,Visa,Debit,67,"61-70","295 West Avenue",Male,811,Cukup Baik
933,Visa,Debit (Prepaid),50,"41-50","7037 Wessex Avenue",Male,690,Sedang
934,Visa,Debit,32,"31-40","2017 Ninth Drive",Female,762,Cukup Baik
935,Visa,Debit,18,"10-20","197 George Drive",Female,728,Cukup Baik
936,Visa,Credit,18,"10-20","255 Bayview Street",Female,718,Cukup Baik
937,Visa,Debit,47,"41-50","430 Sixth Avenue",Female,603,Sedang
938,Visa,Credit,28,"21-30","875 Plum Street",Female,720,Cukup Baik
939,Visa,Debit,80,"71-80","4259 East Lane",Female,696,Sedang
940,Visa,Credit,49,"41-50","620 12th Avenue",Female,699,Sedang
941,Visa,Debit,56,"51-60","3248 Hill Drive",Female,713,Cukup Baik
942,Visa,Credit,37,"31-40","3914 Mill Street",Male,742,Cukup Baik
943,Visa,Debit (Prepaid),64,"61-70","66 Grant Lane",Male,773,Cukup Baik
944,Visa,Credit,58,"51-60","3817 Martin Luther King Avenue",Male,789,Cukup Baik
945,Visa,Debit,19,"10-20","751 Birch Avenue",Male,705,Cukup Baik
946,Visa,Debit,48,"41-50","2981 Ninth Boulevard",Male,781,Cukup Baik
947,Visa,Credit,63,"61-70","4117 Fifth Avenue",Male,710,Cukup Baik
948,Visa,Debit,53,"51-60","1540 El Camino Avenue",Female,718,Cukup Baik
949,Visa,Debit,29,"21-30","6595 Ocean Drive",Female,709,Cukup Baik
950,Visa,Debit (Prepaid),23,"21-30","9264 Norfolk Lane",Female,629,Sedang
951,Visa,Credit,57,"51-60","381 Catherine Avenue",Female,709,Cukup Baik
952,Visa,Credit,29,"21-30","7135 Ninth Lane",Male,685,Sedang
953,Visa,Debit,18,"10-20","993 Mountain View Avenue",Male,664,Sedang
954,Visa,Debit,51,"51-60","691 Ocean View Street",Male,772,Cukup Baik
955,Visa,Debit (Prepaid),33,"31-40","6785 Valley Stream Boulevard",Male,798,Cukup Baik
956,Visa,Debit,30,"21-30","714 North Drive",Female,804,Cukup Baik
957,Visa,Debit,73,"71-80","862 Martin Luther King Drive",Female,605,Sedang
958,Amex,Credit,18,"10-20","141 Sixth Boulevard",Female,705,Cukup Baik
959,Mastercard,Debit,35,"31-40","5223 Lafayette Drive",Female,738,Cukup Baik
960,Visa,Debit,29,"21-30","506 Washington Lane",Male,750,Cukup Baik
961,Amex,Credit,76,"71-80","3031 Essex Street",Male,721,Cukup Baik
962,Mastercard,Debit,28,"21-30","564 Catherine Lane",Male,846,Cukup Baik
963,Visa,Debit,24,"21-30","8094 Catherine Lane",Female,687,Sedang
964,Visa,Debit,48,"41-50","33 North Avenue",Female,689,Sedang
965,Mastercard,Debit,18,"10-20","2108 Spruce Lane",Female,713,Cukup Baik
966,Mastercard,Debit,26,"21-30","445 Fourth Lane",Female,630,Sedang
967,Mastercard,Debit,41,"41-50","9413 12th Boulevard",Female,699,Sedang
968,Mastercard,Debit,21,"21-30","89 Oak Lane",Female,722,Cukup Baik
969,Mastercard,Debit,24,"21-30","18360 Valley Avenue",Female,666,Sedang
970,Mastercard,Debit,42,"41-50","1942 Rose Avenue",Male,770,Cukup Baik
971,Visa,Credit,20,"10-20","711 Tenth Street",Female,732,Cukup Baik
972,Visa,Debit,35,"31-40","215 Plum Boulevard",Male,681,Sedang
973,Visa,Debit,55,"51-60","1587 Rose Lane",Male,734,Cukup Baik
974,Mastercard,Debit (Prepaid),59,"51-60","948 Federal Drive",Male,644,Sedang
975,Mastercard,Debit,28,"21-30","34542 Ninth Drive",Female,675,Sedang
976,Mastercard,Debit,67,"61-70","198 Lincoln Street",Female,760,Cukup Baik
977,Mastercard,Debit,83,"81-90","237 Hill Boulevard",Female,710,Cukup Baik
978,Mastercard,Debit,21,"21-30","288 North Avenue",Female,760,Cukup Baik
979,Mastercard,Debit,59,"51-60","621 Rose Avenue",Male,693,Sedang
980,Mastercard,Debit,84,"81-90","463 12th Street",Male,733,Cukup Baik
981,Mastercard,Debit,44,"41-50","4169 Fourth Lane",Male,671,Sedang
982,Visa,Credit,46,"41-50","9232 Mill Drive",Male,729,Cukup Baik
983,Visa,Debit (Prepaid),77,"71-80","8407 Forest Drive",Male,827,Cukup Baik
984,Visa,Credit,63,"61-70","642 Ocean View Lane",Female,850,Cukup Baik
985,Amex,Credit,32,"31-40","7276 Fourth Drive",Male,600,Buruk
986,Discover,Credit,32,"31-40","6577 Lexington Lane",Male,703,Cukup Baik
987,Mastercard,Debit (Prepaid),52,"51-60","6785 Essex Lane",Male,683,Sedang
988,Mastercard,Credit,68,"61-70","344 Washington Drive",Male,785,Cukup Baik
989,Mastercard,Debit,78,"71-80","6283 Rose Avenue",Male,727,Cukup Baik
990,Mastercard,Debit (Prepaid),91,"91+","365 Mountain View Boulevard",Female,737,Cukup Baik
991,Mastercard,Debit,52,"51-60","3740 Ocean Lane",Male,554,Buruk
992,Mastercard,Debit,46,"41-50","574 Norfolk Street",Male,700,Sedang
993,Visa,Debit,47,"41-50","5647 Burns Boulevard",Female,638,Sedang
994,Visa,Debit,85,"81-90","577 12th Lane",Female,771,Cukup Baik
995,Mastercard,Credit,40,"31-40","1752 Martin Luther King Avenue",Female,592,Buruk
996,Mastercard,Debit,63,"61-70","2302 Catherine Lane",Female,738,Cukup Baik
997,Mastercard,Debit,57,"51-60","339 Little Creek Lane",Female,675,Sedang
998,Mastercard,Debit (Prepaid),18,"10-20","62 East Boulevard",Male,703,Cukup Baik
999,Mastercard,Debit (Prepaid),19,"10-20","2481 Hillside Street",Female,703,Cukup Baik
1000,Mastercard,Debit,20,"10-20","6030 Third Lane",Female,687,Sedang
1001,Mastercard,Credit,20,"10-20","6223 Maple Lane",Male,716,Cukup Baik
1002,Mastercard,Debit,31,"31-40","8446 Catherine Drive",Male,716,Cukup Baik
1003,Mastercard,Debit,51,"51-60","2003 Ninth Avenue",Male,632,Sedang
1004,Mastercard,Debit,59,"51-60","868 Maple Drive",Male,705,Cukup Baik
1005,Visa,Debit,21,"21-30","78596 Birch Drive",Male,685,Sedang
1006,Visa,Credit,37,"31-40","7559 Forest Boulevard",Male,761,Cukup Baik
1007,Visa,Debit (Prepaid),66,"61-70","259 Valley Boulevard",Male,618,Sedang
1008,Visa,Credit,52,"51-60","38688 First Avenue",Female,657,Sedang
1009,Amex,Credit,41,"41-50","9059 Eighth Avenue",Female,702,Cukup Baik
1010,Amex,Credit,40,"31-40","5899 Mill Street",Female,548,Buruk
1011,Discover,Credit,27,"21-30","2058 Spruce Street",Female,676,Sedang
1012,Mastercard,Credit,35,"31-40","9006 Ocean Boulevard",Female,693,Sedang
1013,Mastercard,Debit,25,"21-30","834 Elm Avenue",Female,711,Cukup Baik
1014,Mastercard,Debit,54,"51-60","393 Mountain View Lane",Female,729,Cukup Baik
1015,Mastercard,Debit (Prepaid),33,"31-40","9761 East Street",Female,838,Cukup Baik
1016,Mastercard,Debit,41,"41-50","165 Fourth Street",Female,719,Cukup Baik
1017,Mastercard,Debit,24,"21-30","7043 Ocean Avenue",Male,560,Buruk
1018,Mastercard,Credit,90,"81-90","350 Main Boulevard",Female,755,Cukup Baik
1019,Mastercard,Debit,81,"81-90","482 Grant Street",Female,713,Cukup Baik
1020,Mastercard,Debit,29,"21-30","331 Essex Drive",Female,796,Cukup Baik
1021,Mastercard,Debit,21,"21-30","218 East Street",Female,751,Cukup Baik
1022,Mastercard,Debit,47,"41-50","27 Summit Street",Female,635,Sedang
1023,Mastercard,Debit,49,"41-50","990 Burns Boulevard",Female,679,Sedang
1024,Visa,Credit,66,"61-70","554 Grant Boulevard",Male,739,Cukup Baik
1025,Visa,Debit,19,"10-20","122 11th Drive",Male,664,Sedang
1026,Visa,Debit,84,"81-90","2116 Second Drive",Male,714,Cukup Baik
1027,Visa,Debit,53,"51-60","809 Mountain View Boulevard",Male,693,Sedang
